,email,text,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.11,4.12,4.13,4.14,4.15,4.16,4.17,4.18,4.19,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.10,2.11,2.12,2.13,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,3.13
0,174119,message cut conclusion continue need address kind issue lay recommnedations need look solution may go deep adress communication problem solution become available recently guy focus online training program teach people make information available accessible eg record information update intranet demonstrate importance activity success organization think team do fine job deal traditional perhaps largely insoluble problem group want take pessimistic program outline provide anything marginal improvement somewhat optimistic though may able bypass many problem get heart people really complain survey institute real knowledge management richard amabile pm mike mcconnell louise kitchen david gorte cindy olson james prentice gpgfin jan johnson gpgfin mark koenig sharon butcher mary clark gina taylor ots mike stewart dave schafer ots david terlip joe kishkill sa marie hejka craig childers ee ee craig h sutter ees ee kirk mcdaniel development development kathleen cook development development john ambler development development keith spark development development james c lewis development development ray bennett ees ee joseph w sutton development development george wasaff na elizabeth tilney ees ee michael r brown andrew fastow billy lemmon steven j kean ee ees scott yeager ee eric thode marie hejka cynthia barrow hr john thompson nigel sellens david oxley drew c lynch marla barnard communication communication robert jones com kimberly rizzi scott gilchrist development development janie bonnard development development willie williams com scott gilchrist development development tim orourke miguel padron sa gerry chatham cindy skinner ranendra sengupta development development cc ksargent cognitivearts com subject computer base communication train initiative response reminder feedback reminder would like feedback input item mention regard computer base communication train initiative respond close business monday august otherwise need move ahead responses received time dick amabile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,125766,today news weekend follow order year later energy crisis show sign cool ed mendel san diego union tribune april quote smutny behalf iep daily news los angeles april friday valley edition news pg n word propose law put bounty energy manipulator staff wire service quote smutny behalf iep san jose mercury news april friday sj electric suit word santa clara county calif join lawsuit electric supplier john woolfolk quote smutny behalf iep ferc considers impose fee electricity sale california update monday april et dow jones news wire los angeles time april monday home edition page word capitol journal california west sale tax fall loophole george skelton sacramento los angeles time april monday home edition page word california west california energy crisis list pg e creditor show firm wide reach business bankruptcy include small big company government agency former employee tim reiterman time staff writer san francisco los angeles time april monday home edition page word california west california energy crisis power woe complicate discussion budget funding gov davis plan next year face demand billion reserve cushion electricity rate hike dan morain time staff writer sacramento los angeles time april monday home edition page word commentary ferc see light law frank wolak frank wolak economics professor stanford university chairman market surveillance committee california independent system operator new york time april monday late edition final section page column business financial desk word utility may fail owner richard oppel jr laura holson san francisco chronicle april monday final edition news pg word newsmaker profile nettie hoge take power consumer advocate revel uphill battle chuck squatriglia washington post april monday final edition section pg word energy forecast summer blackout price spike grid manager promote conservation await new plant william claiborne washington post staff writer chicago associate press state local wire april monday bc cycle eastern time state regional word development californias energy crisis associate press ap online april sunday domestic non washington general news item word geothermal plant need steam jennifer coleman middletown calif associate press state local wire april sunday bc cycle state regional word gun school deregulation delay lawmaker agenda brad cain associated press writer salem ore idaho fall post register april sunday news pg word plenty blame go around wests power woe paul menser los angeles time april sunday home edition page word state kilowatt socialism save l energy crisis jeff stansbury jeff stansbury phd candidate american history ucla dissertation role labor movement building l infrastructure los angeles time april sunday home edition page word conservation sandbag davis administration need launch crash education course convince californian seriousness electricity crisis need far reach energy save measure los angeles time april sunday home edition page word bush first day bush rocky start handle thing californian politics woo golden state cant carry election matter hard try one analyst point richard simon time staff writer washington los angeles time april sunday home edition page word week review top story april lisa girion terril yue jones sallie hofmeister james bat peter pae jeff leeds nancy rivera brook peter gosselin new york time april sunday late edition final section page column editorial desk word reckoning real wolf paul krugman sacramento bee april sunday pg word diesel plant spark concern theyre expect generate big air quality problem predict summer blackout hit chris bowman stuart leavenworth bee staff writer sacramento bee april sunday pg word edison pg e split strategy dale kasler bee staff writer sacramento bee april sunday pg word fallout californias energy meltdown dan walter san francisco chronicle april sunday final edition insight pg word energy crisis good louis freedberg ventura county star april sunday editorial pg b word reality whats need real policy governor consumer deserve get real fact davis dan walter los angeles time april saturday home edition page word official call price stability plan illegal utility agency chief say federal proposal could also cause blackout summer nancy vogel miguel bustillo time staff writer sacramento los angeles time april saturday home edition page word bill could foil davis electricity offensive power congressman want let small producer sell wholesale market backer say plan would boost supply foe see cost california dearly julie tamaki miguel bustillo time staff writer sacramento los angeles time april saturday home edition page word briefly energy puc order utility post blackout data nancy rivera brook sacramento bee april saturday pg word city take new look public power state uncertain electricity picture local official decide time revisit idea municipal utility carrie peyton bee staff writer year later energy crisis show sign cool ed mendel san diego union tribune april sacramento first anniversary california energy crisis come next month queen england remark royal family seem deregulate annus horribilis horrible year california begin last may electricity price suddenly begin soar trigger debate cause mysterious price increase likely continue year start three day heat wave may may set record area state drive demand electricity californian seek relief air conditioning record heat june san francisco bay area strain overloaded system pacific gas electric result roll blackout plan temporary power outage fear may routine summer average price electricity defunct power exchange soar per megawatt hour june five time higher month previous year remain roughly level skyrocket december san diego sound statewide alarm last summer san diego gas electric first utility deregulate pass along much high cost electricity customer legislation roll back capped utility rate september executive director san diego consumer group utility consumer action network think generator marketer power use sophisticated computer method learn something heat wave drive demand power first time generator opportunity see high price could go say ucans michael shame primer gouge state sen steve peace el cajon chair two house committee complete deregulation plan see routine monitoring data suggest power market manipulate drive price peace take unusual step last june personally urge adoption much low price cap board agency make last minute power purchase maintain grid independent system operator motion fail single vote consumer representative cast decisive vote lower cap resign afterward blast peace complain heavy hand pressure peace unapologetic believe strong action iso last june would send signal might discourage market manipulation like federal reserve mi time interest rate move peace say former iso chairman represent generator cite iso report attribute price increase last may heat wave power plant outage less hydroelectric power high price natural gas use power plant think thing show time result significantly high price say jan smutny jones independent energy producer power price remain high level even soar last winter instead drop usual difficult explain iso contend last month generator overcharge billion last may february federal regulator critic find million overcharge make annus marvelous generator ed mendel capitol bureau chief union tribune copyright union tribune publish co daily news los angeles april friday valley edition section news pg n length word headline propose law put bounty energy manipulator byline staff wire service body california step war power industry thursday state legislator offer pay million dollar bounty hunter provide information lead arrest conviction energy executive others manipulate electricity market california plunder energy cartel say lt gov cruz bustamente promote bill would level criminal penalty exploit energy market isnt illegal ought bustamente one crowd state leader go microphone floor assembly speaker bob hertzberg van nuys rally democratic colleague behind bill create state power authority equally blister attack private power supplier thursdays hear senate committee form investigate allege price fix energy market committee chairman joe dunn garden grove tell reporter ive never see much smoke wasnt fire power generator insist operate fairly say evidence act outside law jan smutny jones executive director independent energy producer association dismiss harsh rhetoric unproductive put people prison isnt go encourage generation smutny jones say warn political posturing would make energy generator think twice invest california also thursday expert say federally order cap wholesale electricity price wont necessarily mean california escape roll blackout summer copyright san jose mercury news san jose mercury news april friday kr acc sj electric suit length word headline santa clara county calif join lawsuit electric supplier byline john woolfolk body santa clara county agree thursday join lawsuit power supplier allege conspire raise price boost profit subject consumer higher bill roll blackout county first join suit originally file san francisco january suit seek refund consumer billion allege excess electricity profit san francisco suit contain significant allegation manipulation collusion wholesaler result disastrous consequence familiar say lead deputy county counsel alan tieger look evidence allegation ground find indeed support evidence expert otherwise suit name dozen electricity generate marketing company include duke energy energy marketing similar claim file three water district san diego area two class action lawsuit private attorney behalf consumer pending power supplier company vigorously deny charge dont think evidence illegal activity anyone say jan smutny jones executive director independent energy producer association ask various government probe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,52167,vince ive hearing rumor decide endorse nodal pricing model implement pjm want warn im sure enrons long term interest let explain feel free give call youd like talk first let say firmly believe locational pricing specifically price congestion however way pjm implement nodal pricing eliminate much price volatility reduce transparency market specifically pjm tariff give iso ability mitigate cost plus adder bid market participant iso deem merit one three zone region fact nodal market talk zone give cause alarm iso take mitigate bid run price set software compute new nodal price way somewhat unfairly decribed price set process pjm iso decide price would like give day mitigate bid get transparent market one make sense buy risk management service provide price volatility worry pjm market kind come need import control area meet demand circumstance need pay import whatever necessary get come market however bear mind fercs desire make large rto east coast effectively mean little import east coast rto bid mitigate discretion iso pay market clear price cost service mitigate bid pay much eliminate price volatility effectively kill development risk management wholesale retail level power marketing becomes much less profitable retailer know always buy cost mitigate price short pjm model market alternative form regulation politically attractive price volatility good consumer trader get high cost form regulation traditional cost service regulation pay market clear price cost service mitigate bid regulation could pay cost service price eliminate infra marginal profit low cost generator discuss dinner think two big source benefit structure come get demand side involved market efficient risk management necessary condition occur price reflect actual condition market include extent market power exercise masking signal dull incentive market participant make investment necessary management pjm model way market name without achieve significant benefit consumer energy trader frank,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,221197,jim able provide dan meeting would appreciate may want circulate group intend work product attorney e mail attachment prepared request counsel note discussion doc jan paul acton vice president charles river associate f st nw suite washington dc voice fax electronic message contain information consulting firm charles river associate inc may confidential privileged information intend use individual entity name intend recipient aware disclosure copying distribution use content information prohibit received electronic transmission error notify u telephone e mail postmaster crai com immediately note discussion doc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,150202,stan understand completely best achieve desire approach problem regardless mou say go size probability analysis deal deal clearly material eott sec perspective duty disclose pending deal depend upon material transaction likely occur deal material low degree probability need disclosure require mou totally determinative although sign document look like loi increase chance disclose present case equilons board give go ahead deal u exclusively feel would least chance close transaction base upon past dealing folk accordingly happen need take hard look disclosure issue want disclose prematurely pretty sure deal would consider material go forward equilon believe need disclose point prior close certainly sign psa delay disclosure period time legitimate business reason mou sign may rise level loi point go forward equilon go reach point size probability deal mandate disclosure dont need make decision point need aware circumstance manage process accordingly different perspective want sign kind loi equilon soon feel comfortable want hsr wait period begin run equilon want close november st advise wish discus thanks swd stanley horton send cindy stark pm steve duffy houston eott eott cc subject phoenix equilon deal confidential attorney client communication attorney work product steve let start think could structure mou wouldnt disclose deal would rather disclose tentative deal stan steve duffy eott pm dana gibbs lori maddox houston eott eott stanley horton cc joe richards rbaird velaw com susan ralph subject phoenix equilon deal confidential attorney client communication attorney work product joe r send something great detail shortly appear equilons management would like pursue deal u exclusive basis decision forward equilon board approval acquisition go forward need get organize near term number logistical due diligence task one thing start think disclosure issue equilon board give go ahead equilon pursue transaction equilon probably want sign memorandum understand u may put u disclosure posture point would look million deal approx closure probability less judgment base upon past dealing people even without sign document size probability test would still issue u deal everyone think issue await word equilons board thanks swd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5,129203,except understand sce model ctc structure continue beyond may apply pg e agree go bottom would require cpuc put place surcharge remain stranded cost non generation example qfs second surcharge negative ctc overpayment key question pay negative ctc overpayment try understand px credit algorithim concern understand much overpayment oct feb need understand cost hit structure time period otherwise dont know form amount discount require settlement talk jim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
6,125164,bonnie forward michael kirby think draft look good could also prepare draft letter discuss yesterday convey proposal committee bonnie hugyez blh pkns com mmolland brobeck com mark e haedicke com richard b sander com robert c williams com skean com breasoner gibbs bruns com mtuohey velaw com cc subject michael l kirby esq attach draft nonwaiver agreement per telephone conference yesterday meeting senator dunn available office conference call discus information contain e mail message accompany document subject attorney client privilege attorney work product rule confidential business information intend use individual entity name reader message intend recipient representative recipient hereby notify dissemination communication strictly prohibit receive communication error notify kathryn pugh kpugh pkns com immediately delete message system wpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,173195,reminder craig meet senator gorton henry hubbard steve montovano greg piper carol dillon kathleen providence gas mike mccall linda clemmons mit forum mit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,175081,see attached look fairly minor dollar contribution u treasury settle failure seek license transfer authorization fcc pges telecommunications license merge,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
